text,label,dialect,source,arabic_ratio
آه الناس حواليك بتحب مرسي وماله؟ بس مرسي ماهواش أغلى عند الناس دي من رزق عيالها ومن مستقبلها ولو حست إنه فاشل مش عارف يحل هتقلب عليه وعليك,0,egypt,arsarcasm_train,1.0
"التأمينات الاجتماعية وفرت مستشفى, المستشفى بلا أسرة",1,egyptian,training_generated,1.0
متى انام نفس الناس,0,gulf,isemeval_ar_test_A,1.0
حالة من الارتباك تسود تل أبيب معاريف : כח קודס האיראני שיגר טילים לעבר המוצבים באיראן. الترجمة: قوات القدس الإيرانية اطلقت صواريخ صوب مواقع في إيراااااان!!!!,0,msa,arsarcasm_test,1.0
#كيري: ندرك أن الوصول لحل مستقر ودائم يتطلب تنازلات ونشجع كل الاطراف للسعي لحل وسط يركز على صالح بلدهم ومستقبل أفضل لشعب #اليمن. 4/4,0,levant,ar_sarcasm_hf_train,1.0
RT @al_finesse: الحكم العسكري في مصر هو السبب الرئيسي لخروج الاٍرهاب من مطلع الخمسينات فاكبر منظرين القاعدة خرجو من السجون المصرية #مصر_تص…,1,levant,ar_sarcasm_hf_train,0.9017857142857143
"""الرئيس الامريكي المنتخب #دونالد_ترامب خلال زيارته لمصنع #كاريير في إنديانابوليس :الشركات التي تنوي مغادرة… https://t.co/qZq5PdyCds""",0,msa,arsarcasm_train,0.8380952380952381
د. #محمود_العلايلي:أرى أن الفريق #أحمد_شفيق رقم مهم في المعادلة السياسية المصرية ولا يمكن إغفالههل ترى أن هذا صحيح؟#أربعة_زائد_واحد,0,levant,ar_sarcasm_hf_train,1.0
المدرسة الجديدة بتاعة اللغات، الفصل 70 طالب ومفيش مروحة,1,egyptian,training_generated,1.0
موعد الاقلاع 3:15 الساعة 3:25 سوف نقلع حالا الساعة 3:35 سوف نقلع حالا الساعة 3:45 وما زال للحلم بقية #الخطوط_السعودية #رحلة_دولية,0,msa,arsarcasm_train,1.0
أعتقد أن سبب اعتقال فراس بقنه -فك الله أسره- هو لأنه لم يلتزم بالأخلاق السعودية #Sul6anBinFahad #Mal3ob3lena,0,msa,arsarcasm_train,0.7411764705882353
يقال أن إمبراطور الصين كان يختبر موظفيه مرة واحدة كل ثلاث سنوات، لجس نبض مستواهم الفكري و النتيجة واحدة من اثنين إما الترقية أو الفصل !!!,0,msa,isemeval_ar_train,1.0
"""RT @mstr_federer: @fed89erer عالم الكرة الصفراء كان يتيماً حتى جاء فيدرر و اخرج جمال هذه الرياضة للعالم""",0,msa,arsarcasm_train,0.7530864197530864
وأعرف أشخاص تزوجوا وهم لايريدون بعض وغير متجانسين ولامتطابقين ومازالوا يجاملون بعضهمم بعض ويتجرعون الالم والعاقبه عليهم والفاعل غيرهم,1,msa,arsarcasm_test,1.0
من المؤسف ان يتراجع الرئيس عن وعوده لقد وعد الرئيس مرسي المصريين بإصلاح تشكيل لجنة الدستور وهاهو يتراجع عن وعده وينقض العهد شيء معيب,0,msa,arsarcasm_train,1.0
. ..فعلاً جسدتم روح الثورة في وحدتكم أمام خطر الفلول و طغاة المستقبل... شكراً,0,msa,arsarcasm_test,1.0
"""أوباما يشارك في بدفن بيريس بسرائيل: حريتي نيوز / متابعة وصل الرئيس الأمريكي باراك أوباما وزعماء آخرون إلى إسر... https://t.co/V5AyGyaJas""",0,msa,arsarcasm_train,0.839622641509434
ببساطه كده مصرعباره #ملك سيسي #وزيرجيش#حصان شرطه#القضاء تابيه#اعلام فيل# شعب الباقي# >شطرنج>,1,msa,ar_sarcasm_hf_train,1.0
"""قدمت أسرة التربية الإسلامية محاضرة شيقة بمناسبة ذكرى المولد النبوي الشريف بعنوان ( تعلمت من الرسول ) https://t.co/PHvLOwqqQ1""",0,msa,arsarcasm_train,0.8282828282828283
"""مقاطعه فرنسا الغباء يجري في دمهم المغرب ينظم إلى الاتحاد الأفريقي قريبا والخرائر دير مشاكل مع أفريقيا 😂بلاد أكبر م… https://t.co/spF51OiHnc""",1,magreb,arsarcasm_train,0.8545454545454545
"""كان نفسي أحضر مهرجان القاهرة السينمائي اليوم....لكن للأسف ما لحقتش أكوي (المايوه) بتاعي....!#مهرجان_القاهرة_السينمائي""",1,egypt,arsarcasm_train,1.0
#الحب_هو أن تُشْبِعَ حبيبكَ اهتماماً قبل إشباع رغباتِك..!”,0,msa,arsarcasm_train,1.0
كثر باليوتيوب اليوتيوبرين الذين ينشرون فلوقات وتحديات و... و... وكلها تلهيه للشباب ولالها معنى ؛ليست برنامج توعيه ثقافه معلومه بل فيديوهات على انا ذهبت الى مكان كذا وعملت كذاو.. وماشابه .,0,egypt,arsarcasm_train,1.0
نسأل الله أن يحفظ شيخنا من كل مكروه ويمن عليه الصحة والعافية سلامتك يا خليفة,0,gulf,isemeval_ar_train,1.0
رايحه فين يا شاطر انا رايح القناطر,1,egypt,isemeval_ar_test_A,1.0
"“عرف أبو سروال وفنيله , قسم بالله ليصكك كف يخليك حمآرة القآيلة مب كتوة هههههههههههههههههههه #” هههه تستأهل الكتوة",1,msa,arsarcasm_train,1.0
"""بعد حملة مراجعة مواقف بعض المعارضين والناشطين الاخيرة .. قريبا سوف نرى: الحج الى موسكو!!""",1,msa,arsarcasm_train,1.0
"""RT @Reemmedhhat1: - يا فندم بقول لحضرتك دا حمام رجالي != وأنا بقولك فيه بوكيمون جوه ولازم اجيبه""",1,egypt,arsarcasm_train,0.8194444444444444
@sho4255 @Hais1210 @MuniraFaisal لو تستطيعى حل المشكله افعلى ولن يسمح الروس والامريكان بذلك للاسف أهل سوريا هم من فعلوا ذلك بأنغسهم,0,levant,ar_sarcasm_hf_train,0.81
ﺑﺘﻔﺮﺡ ﺍﻭﻯ ﻟﻤﺎ ﺗﺒﻘﻰ ﺍﻧﺖ ﺍﻟﺴﺒﺐ ﻓـ #ﺿﺤﻜﺔ ﺣﺪ ﺍﻧﺖ ﺑﺘﻌﺸﻘﻪ ! ^_^,0,egypt,arsarcasm_train,1.0
في #فلسطين يوجد أكبر وأعظممنجم لــ « الأحجار » الكريمة ! https://t.co/Lc6bmK1FQS#غرد_بصورة#الرياض#صباح_الخير #زد_رصيدك35,0,levant,ar_sarcasm_hf_train,0.8181818181818182
يحززن اني اختفي ورجع اقول هالمره تتشان تنفس وختفي ورجع مليون مره وتشانيول لسى ما تنفس,0,msa,arsarcasm_train,1.0
"""ســــــــــــــوريه مقيمــــة طيبة رومانسية عطوفة ارغب بالتعارف https://t.co/5onR658nnV""",0,egypt,arsarcasm_train,0.8028169014084507
كان حلم حلو فى اوله شوقنى انى اكمله 25 يناير,0,egypt,isemeval_ar_train,1.0
فوشيا+موف+بنّي+دهبي+ ٢ كيلو دقيق أبيض تحت العينين ياااااظلمة س,1,egypt,arsarcasm_train,1.0
صباح الخير يا يمن اللهـم أني أعوذ بك من جهد البلاء ودرك الشقاء وسوء القضاء وشماتة الأعداء وغدر المرتزقة وخيانة الإصلاح حفظ الله اليمن,0,msa,isemeval_ar_train,1.0
اللهم استرني في الدنيا والاخرة,0,msa,arsarcasm_train,1.0
"""@naizaktv وصف الإعلام الغربي لسوريا2011 ثورة2012 حرب أهلية2013 بعد إعلان جبهة النصرة تبعيتها للقاعدة أصبح الوضع حرب على الإرهاب""",0,msa,arsarcasm_train,0.9166666666666666
شبكة #تدمر الاخبارية ||تعرضت صفحة الشبكة على فيسبوك لبلاغات كثيرة مما اضطرنا لتوقيفها عدة ساعات وحل بعض مشاكلهاوسنتابع اخبارنا على #تويتر,0,levant,ar_sarcasm_hf_train,1.0
الموت صمتاً هو الحل الوحيد إذا لم يكن الموت جوعاً طريقة مثالية للحياة! عبد الله القرني,0,msa,arsarcasm_test,1.0
ومفيش زينا ناس تانية وعمر ما طلعت منا العيب,0,egypt,isemeval_ar_train,1.0
"""واتس اب على أندرويد يجلب إمكانية الرسم وإضافة الرموز التعبيرية فوق الصور والفيديوhttps://t.co/aO2IfqaFUI #ريال_مدريد #برشلونة""",0,msa,arsarcasm_train,0.8333333333333334
ايه اللى انت جايبه ده مش خلو وملوش فايدة,0,egypt,isemeval_ar_test_A,1.0
ترامب في البيت الأبيض. ميشال عون في بعبدا. مارين لوبان على مقربة من الإليزيه. بوريس جونسون وزير خارجية بريطانيا بعد Brexit.٢٠١٦ باختصار..!,0,levant,ar_sarcasm_hf_train,0.9454545454545454
قهر بلاك بينك ليش ماأدوا😢😢,0,msa,arsarcasm_train,1.0
لاتعطي معلوات خاطئة فأنت هرم الرياضه السعودية عيب عليك تجيب معلومات مو صحيحة الزبده انت وإياه مو فاهمين إشي والقاعده غضب عنكم انت وياه #العالمية_صعبة_قوية يععني انتو,1,msa,arsarcasm_test,1.0
أصعب شعور لما تسال سؤال في قروب ومحد يرد عليك وبعده يسولفون بموضوع ثاني يجيك احساس أنك لمبه بالحووش مشغلينها الظهر,1,gulf,isemeval_ar_train,1.0
يقول حكيم: أليس من #السخرية: أن نتجاهل من يهتم بِنا، وأن نعشق من يتجاهلنا، وأن نحب من يجرحوننا، وأن نجرح من يحبوننا؟ .,1,msa,arsarcasm_test,1.0
مشاء الله عليك يا فلتة، يعني بتأكدلي إنو الليل بيليل. والله جد شكراً عالتوضيح المهم. 👏🌙,1,levant,training_generated,1.0
تابعوا الفنانة #ميريام_فارس في #حفلات_من_دبي_مول اليوم الثلاثاء بالقرب من الواجهه المائية… https://t.co/eANxCYjLWT,0,levant,ar_sarcasm_hf_train,0.8021978021978022
المدير عادل، قرب أصحابه,1,algerian,training_generated,1.0
"من رأيي , حضرتك توفر فلوس النت إللي بتدفعها شهريآ , وإللي بتصرخ من خلاله علي سعر تذكرة المترو !! وتروح تشتري أو تشترك بـ أبونيه شهري في المترو ,, صدقني إنت الكسبان , وإحنا كمان كسبانين , هانرتاح من وجع الدماغ وبلاش",1,egypt,arsarcasm_test,1.0
كيف ينام المسئولون فى شركة Adobe وهم يعلمون ان الفوتوشوب هو المسئول عن مقتل المئات من الشعب المصرى :>,1,msa,arsarcasm_test,0.9382716049382716
RT @H_S_Z_1: #الأسد: يستبعد حل #الأزمة_السورية قريبا(المرتبطة بالخارج) أما (المرتبطة بالداخل)قال عنها يمكن حلها خلال بضعة أشهر.https://t…,0,levant,ar_sarcasm_hf_train,0.8921568627450981
مابي اشتكي لحد ف اشتكيت لنفسي صنعت لي مخرجا يريحني ويريح كبريائي,0,gulf,arsarcasm_test,1.0
#اي_ثقه_جباره_لديكم_يا_ملوك_اوروبا ريال مدريد يريد لعب النهائي على ملعب الكامب نو ملعب برشلونه ويريد التتويج بالكأس بالكامب نو.,0,msa,arsarcasm_test,1.0
"""بعد جلسة الجمعيه العامه للامم المتحده من اجل مساعدة ارهابيي جبهة النصره في حلب والاستماته في اخراجهم منها نستطيع القول العالم يتكلم ارهآب""",0,msa,arsarcasm_train,1.0
الثورة كانت تستحق دستورا جديدا محترما تكتبه جمعية تأسيسية منتخبة ربنا يسامح من اوقعنا في هذا المازق عموما الثورة لها جولة اخرى وستنتصر,0,msa,arsarcasm_train,1.0
المحكمة أنصفت المظلوم، بعد عشر سنين قضية,1,egyptian,training_generated,1.0
@Molybes روسيا الصين.فرنسا. دول اميركا الجنوبية.. قبرص اليونان اسبانيا البرتغال لو متابعة زريارات هتعرفى كويس هو بيتحرك لية,0,msa,ar_sarcasm_hf_train,0.9306930693069307
حاولت ان أجعلك مٌشعاً ولكنك أبهتَّني,0,msa,isemeval_ar_test_A,1.0
"""اعلنوا انهم لقوا اثار مواد متفجرة على جثث ضحايا طائرة مصر للطيران اللي وقعت من سبع شهور !! https://t.co/ZLWWMxi2DY""",0,egypt,arsarcasm_train,0.8068181818181818
"المترو الجديد رائع, بيمشي تحت الأرض والناس فوق بتتزاحم",1,egyptian,training_generated,1.0
"بعد قراءة مادة 219 الصوفيين يعملوا إيه كده؟ ليه نقفلها ع ""السنة والجماعة""؟ ولا دي تمهيد للحرب مع الشيعة؟ دستور مريب ليس للمصريين",0,egypt,arsarcasm_train,1.0
كلام أهبل عالفضائية المصرية..زي أيام مبارك..الفرق انهم جايبين صورة المظاهرات مش النيل..ياسلام عالمصداقية ! #Tahrir,1,msa,arsarcasm_train,0.9347826086956522
لا اريدك ان تكلمني,0,egypt,isemeval_ar_test_A,1.0
متلازمة الالتزام بما يلزمنا به الملتزمين .(كم م و ز في الجملة واربح #ايفون_٧ ),0,levant,ar_sarcasm_hf_train,1.0
"""#سألوني_الناس_عنك_ياحبيبي.....أطفأت اليوم #أيقونة_الطرب_الملائكي_العربي #فيروز شمعاتها الواحد و الثمانين....العمر… https://t.co/fhRkrYe1e6""",0,msa,arsarcasm_train,0.8461538461538461
أضحك على من لا يزال يصدق نكتة أن في الأرض إرهابي مسلم جميع البشر إرهابيون ذئاب إذا نشرتها وسائل الإعلام العربية وصدقها السفهاء #أدب,1,msa,arsarcasm_test,1.0
دى فاكره نفسها الام تريزا,1,egypt,isemeval_ar_train,1.0
ماحب اتصنع 🙄 ✅,0,gulf,isemeval_ar_test_A,1.0
لست ممن يقيم الكُتاب ولكن شوية عقل يا آنسة لما تشتري كتاب مش لازم يكون كاتب جميل معضل #معرض_الكويت_الدولي_للكتاب,1,msa,ar_sarcasm_hf_train,1.0
"قسم الأسنان في المستشفى, الحجز بعد سنة ونص",1,egyptian,training_generated,1.0
@BBakr70 أين أنت من الاندماج؟ فيلق الشام ليس القاعدة فأين الوحدة؟ أين الوحدة مع جيش الحر؟ كنا نسمع جبهة النصرة هي القاعدة. ... والآن؟؟,1,levant,ar_sarcasm_hf_train,0.9519230769230769
"""@kasimf دكتور فيصل انت قلت لا تحملوا موضوع حلب الشرقية كل هالزخم الإعلامي وبنفس الوقت بتعمل حلقة عنها""",1,levant,arsarcasm_train,0.927710843373494
"""RT @poOPElKpir: سنظل علي العهد ولن ترك سوريا وحيده ولن نترك بشار الاسد فريسه سهله ولن نترك ليبيا للغرب هي ديه مصر 🇪🇬✋🏻""",1,egypt,arsarcasm_train,0.8666666666666667
"""خبير اقتصادي..بدأ التعامل باليوان الصيني سينقذ مصر https://t.co/e9N5QxNqlr #اقتصاد #الصين""",0,msa,arsarcasm_train,0.7681159420289855
"سوق السيارات, السيارات مقلوبة",1,algerian,training_generated,1.0
اللهم لك الحمد امطار حفرالباطن الآن,0,msa,arsarcasm_test,1.0
"""محمد عساف .. زي فكرتي .. دخلوا #فلسطين مو تطبيع .التطبيع أننا نجهلهاالتطبيع عزلتها mbc#""",0,levant,arsarcasm_train,0.9545454545454546
"مغسلة السيارات, المياه وسخة",1,levant,training_generated,1.0
تعرف على تاريخ استخدام #روسيا و #الصين لحق نقض #الفيتوتقرير: زاهر علي#اتحاد_الشبكات_الاسلامية https://t.co/4PMGyuVMI8,0,levant,ar_sarcasm_hf_train,0.8241758241758241
"إشارة مرور, الضوء الأحمر دائم",1,egyptian,training_generated,1.0
شاهد استمرار فعاليات إحياء ذكرى #المولد_النبوي الشريف في الحديدة 14-12-2016 https://t.co/axPp32V908,0,levant,ar_sarcasm_hf_train,0.8059701492537313
"""#عاجل: قرر مجلس الأمن الدولي بالإجماع علي مشروع فرنسي لنشر مراقبين دوليين في #حلب لمراقبة عمليات إجلاء السكان منها… https://t.co/OFDkcUEkAr""",0,msa,arsarcasm_train,0.8378378378378378
اء احس مقدر انام من كثر ما افكر فيها,0,gulf,isemeval_ar_test_A,1.0
🔘 كان رسول الله (صلوات الله عليه وعلى آله) أعظم وأنجح قائد عرفه التاريخ.💚ذكرئ.المولد.النبوي.الشريف.ir 💚,0,msa,ar_sarcasm_hf_train,0.9746835443037974
"""@_Majd_ القم ياوضيع هذا حال منتخبك بدون ميسي""",1,gulf,arsarcasm_train,0.8823529411764706
#اليمنية| #السفارة_السعودية بـ #مصر: #الميليشيا خرقت الهدنة 50 مرة فى ساعاتها الأولىhttps://t.co/gsElUSb6Cd#التحالف_العربي_سند_اليمن,0,levant,ar_sarcasm_hf_train,0.8333333333333334
#حماس من حركة مقاومة لحركة مسيرات وإدانات واستنكارات..ليس اﻷذان عندهم كقائد من قاداتهم الذين أدخلوا #غزة في مطحنة… https://t.co/rmdi1s6rqW,0,levant,ar_sarcasm_hf_train,0.8504672897196262
يا خبر! هتقولى إن السمك بيخرج من البحر. شكراً عالكشف. 👏🐟,1,egyptian,training_generated,1.0
تحت المكباج الخادع يوجد قمرا ساطع او نوع من انواع الضفادع,1,egypt,isemeval_ar_train,1.0
بتعرفني انا يا حبيبي قلبي معلق فيك و صدقني انا انا بنسى حالي و ما بنسيك و ايام الهنا يا حبيبي عشت بقربك انت ما انت نوال الزغبي,0,egypt,isemeval_ar_train,1.0
"""خلال اليومين المقبلين.. احتمالية تشكل الصقيع على شمال البلاد وغبار محتمل على #الرياض المزيد: https://t.co/hBQB6lGDnN#طقس_العرب""",0,msa,arsarcasm_train,0.83
"""@noonnetta @2213Ali @kayza111 فيدرر كان!!لسه هو الافضل في التاريخ والارقام تثبت من ناحيه بطولات القراند سلام والماسترز والخ""",0,egypt,arsarcasm_train,0.8191489361702128
شخص من كل اثنين ايدوا الانقلاب تراجع للخلف ولكنهم مقسمون لاربعة مستويات الضعيف يهاجم ببلاوى والغلاء المتوسط يهاجم,0,egypt,arsarcasm_train,1.0
نضَّر الله وجه امرئ قرأها فوعاها .. 💞🌿 #معرض_الكويت_الدولي_للكتاب https://t.co/dGiNmHnhnp,0,levant,ar_sarcasm_hf_train,0.7313432835820896
#اصعب احساس # #لما يوحشك حد# #مات# #سو#,0,egypt,arsarcasm_train,1.0
يا رجل اذا انا كوشه عشاني انهزمت مرتين بس وش تقول عنك انت كوشة الشباب وش كوشة الا الشباب خلاك تطيح لاعبينك عشان تنسحبون,0,msa,arsarcasm_train,1.0
"شوفوا مين من المسئولين المعرصين إللي بياخدوا رشاوي من السوريين في مصر ومقوي قلبهم أوي كـده. أيوة فيه مسئولين معرصين يبيعوا نسوانهم بالفلوس مش بلدهم بس, وشوفوا مين بيسهل لهم عمليات التمليك للمحلات والشقق والجنسية ,, ياحكومة فاشلة لازم وقفة وطنية #أحــا سكتناله دخل بحماره,",1,msa,arsarcasm_test,1.0
"#إستعباط يعني العالم كله عارف إن فضل شاكر إرهابي ,, إلا شركة الـعــدل ؟؟ يمكن ماعندهمش نــت ,, أو ماعندهمش نخـوة أو غيرة, وهي خلاص مصر خلصت من الأصوات الجميلة؟ حقيقي الزبالة لا تميل إلا للزبالة إللي زيها. #قاطعوا_العدل_جروب",1,msa,arsarcasm_test,1.0
"محكمة, القضايا متراكمة",1,levant,training_generated,1.0
كل من يظن انه ربما يكون مرصود الحيطة و الحذر و عدم المبيت في المنزل اليوم شارك انشر حذر,0,msa,isemeval_ar_train,1.0
التغطية المصورة لعزاء ليلة ١٧ صفر ذكرى استشهاد الإمام علي ابن موسي الرضا ع ١٤٣٨هجريةالرادود أحمد الشيخ... https://t.co/l26dF50NGx,0,levant,ar_sarcasm_hf_train,0.86
إذا أراد الله شيئًا تعطلت قوانين الطبيعة،فحينئذٍ؛ البحر لا يغرق، والنار لا تحرق، والجبل لا يعصم، والحوت لا يهضم، والعذراء تلِد.. لا تقل مستحيل.,0,msa,arsarcasm_test,1.0
"""#الاتحاد_برس: ماكين ينذر بانهيار النظام العالمي ويحمل… https://t.co/oLYbsin8I3 #أخبار_العالم #العرب_والعالم #أمريكا #أوباما #المجتمع_الدولي""",0,msa,arsarcasm_train,0.8518518518518519
أمازون تنافس جوجل بخدمة جديدة مشابهة لخدمة يوتيوب - طريق النجاح https://t.co/cx7veE3ws4,0,levant,ar_sarcasm_hf_train,0.7761194029850746
أنباء عن تورط ايران و الشيعة في زلزال اليابان. حيث يوجد ٢٥ مليون شيعي وضعوا جوالاتهم على الهزاز هناك. #Iran,1,msa,arsarcasm_test,0.9529411764705882
إنجاز الثورة الأعظم أنها فرضت الشعب طرف في معادلة الحياة في مصر بعد ماكان غايب عنها آلاف السنينوإشاعة اليأس سبيلهم لسرقة هذا الإنجاز,1,egypt,arsarcasm_train,1.0
هل #الاخوان هم من سرقوا البلد وباعوا مؤسساتها وشركاتها وثرواتها للصهاينة؟هل عقدوا صلحا مع دولة الكيان الصهيوني؟هل خنقوا…,1,msa,arsarcasm_train,1.0
لابد من التوجيه التحيه الى حزب البناء و التنميه ( الجماعه الاسلاميه ) الذى تنازل عن نصيبه فى التاسيسيه من اجل احداث ال,0,msa,arsarcasm_train,1.0
"""RT @ActionYaDawry: المباريات القادمة للمنتخب السعودي في التصفيات•28 / مارس /2017•#السعودية_العراق•08 / يونيو /2017•#استراليا_السعودية""",0,msa,arsarcasm_train,0.8404255319148937
عندما يتهم الجهاز المركزى للمحاسبات رسميا وزيرا بالفساد يبقي عليه العوض فى العدل سيبك احلى من الشرف مفيش,0,egypt,arsarcasm_train,1.0
لابد من حملة إنتخابية على الارض تتواصل مع الناخبين والناخبات ولا تعتمد فقط على الصحافة والتليفزيون,0,egypt,arsarcasm_train,1.0
كارلو أنشيلوتي : عندما غادرت ريال مدريد قام كريستيانو بدعمي على العلن ولكن أكبر دعم قدمه لي على الإطلاق هي أهدافه وكونه مِثال جيد للفريق.,0,msa,isemeval_ar_train,1.0
إقالة يحى حسين بكل رقيه الاخلاقى وإخلاصه الوطني وكفاءته المهنية جريمة جديدة لسلطة غشوم جهولسينتصر يحيى مجددا ويندحر الصغار المنتفخون,1,msa,arsarcasm_train,1.0
"""#طقس_العرب .. يتوقع تساقط الثلوج فوق المرتفعات الجبلية العالية، التي يزيد ارتفاعها عن 1000م عن سطح البحر في حين... https://t.co/ZvPJ6Yt2BZ""",0,msa,arsarcasm_train,0.8415841584158416
#قطر ترفض تسليم 28 شخصا من قيادات #الإخوان المسلمين ما أجملها من تُهمة وما أعظمه من موقف #شكرا…,0,msa,arsarcasm_train,1.0
"مدرسة وراق العرب, المقاعد حديدية",1,egyptian,training_generated,1.0
#سٌخرية .. التفاوض فـنّ تقسيم الكعكة بطريقة ينصرف بعدها كل من الحضور معتقدا أنه حصل على الجزء الأكبر,0,msa,arsarcasm_test,1.0
المدن -روجيه عوطة-نينا هاغن وعجينة الفم المتهكِّم #غناء_الصراخ #غناء #فن #ثقافة,0,msa,arsarcasm_train,1.0
دشت علي وحدة كورية تقول شن جق جون جوم بق بققق ترجمة غوغل تقول منو هايا من ياعرب منج لله يا شهد,0,gulf,arsarcasm_train,1.0
"""RT @Jokes__99: بوكيمون ولحقتوه عيل المسيح الدجال عمياني بتتبعونه 😔😔😔😔""",1,msa,arsarcasm_train,0.86
انت بس احرص على انو ما أحد يقضّي ليلته يبكي منك، و الباقي كلو يهُون.,0,gulf,arsarcasm_test,1.0
"""@karihalkhwarij @Islam__Muslim مطلوبين دولياً ، أليس الأولى أن يكون بشار الأسد المطلوب رقم واحد ، لو أن المجتمع الدولي عادل بالأساس .""",0,levant,arsarcasm_train,0.7663551401869159
#أحمد_ربك_أنت_سعودي لأني لا أعرف معنى المصطلحات الآتيه :- ( ظلم ، فقر ، بطاله ، فساد ، واسطه ),0,msa,arsarcasm_train,1.0
١١ سنة و بعدك حرقة بالقلب.. بس صوتك باقي اعلى من ابواق الخونة و القتلة. رح يجي نهار و ينتصر في النور عالظلمة.. جبران تويني,0,msa,isemeval_ar_train,1.0
أتمنى دائماً أن يُلهمني الله القدرة على إفلات كُل شيء يؤذيني مهما بلغ تعلقي به.,0,msa,arsarcasm_train,1.0
اي والله تبا !! وسحقا بعد ! بس اليوم وبسبب الحدث العرضي الي صارلي لازم اتنازل القدر #كسافة #مو_خوش,1,gulf,arsarcasm_train,1.0
"""أردوغان بسياسته الغبيه بات يسقط كورق الدومينو.... #العبادي_يمثل_العراق""",1,msa,arsarcasm_train,1.0
"""مؤلم أن ترى العدو يفتك في #اليمن و #سوريا و #العراق ثم يستحي أئمتنا من قنوت النوازل أو المطالبة به !الدعاء أساس العدّة .""",0,msa,arsarcasm_train,1.0
#فيديو|| الطفلة بانا العابد تصل إدلب بعد إجلائها من #حلب الشرقية https://t.co/Vyu4nAB5v4,0,levant,ar_sarcasm_hf_train,0.7692307692307693
"""مواجهة ودية مرتقبة بين برشلونة وأهلي “عبد الشافي” في الثالث عشر من ديسمبر https://t.co/Rh0ctllatv #الأهلي""",0,msa,arsarcasm_train,0.7926829268292683
يا ترى ما فعلت..أفعلت صوابا أم فقد عقلي الصوابا.. أتعبني سؤال نفسي فأرهقت نفسي من نفسي عتابا ..ذهبت عنك لهوا فتقبلني ربي أني عبد إليك آبا..شقى قلبي ببعد عنك و كفى بالبعد لي عقابا..رجوت منك رحمة و كل ذنب في سعة رحمتك ذابا ..داغستانيات.,0,msa,arsarcasm_test,1.0
يوم 7/7، يوم هام في مشروع (العلم قوة) وهدفه جذب وتسكين 100 ألف أمي داخل الفصول، في يوم واحد، عن طريق 10 ألاف,0,msa,arsarcasm_train,1.0
وعد مني مش هفكر نفسي بيك,0,egypt,isemeval_ar_test_A,1.0
: كاتب فى جريدة القدس يفترض أنه ناصري و مش إخوانى ؟ ؟ ؟ ؟ سليم عزوز,0,msa,arsarcasm_train,1.0
"مؤسسة الطرق السريعة, الحصى يطير",1,algerian,training_generated,1.0
"""العسكرية العليا"" بغزة تؤيد حكمًا بالسجن 12عاماً على متخابر -#حماس #قضاء_عسكري #فلسطين https://t.co/lBsvnvGuPR",0,levant,ar_sarcasm_hf_train,0.7857142857142857
جدتي طلعت تضحك موة ماكنت اعرف,0,msa,arsarcasm_test,1.0
مش قادر انا مش قادر أديك أجيب منين هتكلوا مصر ياعنى #أقسم_بالله ياحبيبى ياأأمين,0,msa,arsarcasm_test,1.0
@911_snakeلا لا ابدا ومشان هالشي اللاعب السوري ما بحاجة يدخل سوريا اساسا عشان يمثل سوريا ..كل مبارياتنا بماليزيا ورأيك السياسي غير مهم,0,egypt,ar_sarcasm_hf_train,0.9528301886792453
لا إله إلا الله#غرد_بالخير#غرد_بذكر_الله#تلاوة#القرآن_الكريم#السعودية#حائل#عقده#الهلال#ترمب#ترامب#واشنطن… https://t.co/zfKR350LIs,0,levant,ar_sarcasm_hf_train,0.8514851485148515
"""#عدسة_الدرر_الشامية#حلب_تبادوصول دفعات جديدة من المهجرين من أحياء حلب الشرقية https://t.co/T2Y4TMFl1L""",0,msa,arsarcasm_train,0.810126582278481
الإخوان المسلمين يعلنون عن نجاح تجربتهم في إطلاق صاروخ عابر للقارات #IkhwanRumors,0,msa,arsarcasm_test,0.8260869565217391
جيب العواقب سليمه يارب,0,egypt,isemeval_ar_test_A,1.0
بليس يتعلم منها التحرميت,1,magreb,isemeval_ar_test_A,1.0
RT @zaidbenjamin: المتحدث باسم البيت الابيض جوش إيرنست: موقف الولايات المتحدة واضح. وجود قوات التحالف الدولي ضد داعش في العراق ينبغي ان يكو…,0,levant,ar_sarcasm_hf_train,0.8761061946902655
"همام السباحة, الماء بارد جداً",1,egyptian,training_generated,1.0
"""لافروف: نأمل أن يتيح الاجتماع الروسي الإيراني التركي في موسكو إحراز تقدم في تسوية الأزمة السورية أعرب وزير... https://t.co/LHpnwCRtj1""",0,msa,arsarcasm_train,0.8380952380952381
RT @dr_naseer: الطائفية هي أن تبكي على أطفال حلب في الصباح وتضحك على قتل أطفال صنعاء في المساء. الموضوعية هي أن تتبرأ من قتل الأبرياء في كل…,0,levant,ar_sarcasm_hf_train,0.908256880733945
"""@nsd43620الاعلام الغربي تسلط علينا منهم من هو متعاطف ومنهم من يستغل الوضع للتشويهلكن ارجع واقوللو اعطيتها حقها سوف يخرسونوانتهىفهمت اخي""",0,levant,arsarcasm_train,0.9727272727272728
أمانة، إن حنّت أيامك لأيامي تعال.,0,gulf,isemeval_ar_test_A,1.0
شكراً عالقهوة الحلوة، تمام التمام.,0,levant,training_generated,1.0
"المحكمة, القاضي متأخر",1,algerian,training_generated,1.0
ماابالغ لو قلت حبيته كثر هالدنيا واكثر,0,msa,arsarcasm_test,1.0
